Overriding: dataset = zulu
Overriding: compile = False
Overriding: always_save_checkpoint = False
Overriding: max_iters = 45000
tokens per iteration will be: 491,520
found vocab_size = 10000 (inside data/zulu/meta.pkl)
Initializing a new model from scratch
number of parameters: 92.63M
/home/anxtem001/LanguageModel/nanoGPT/train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
num decayed parameter tensors: 50, with 93,401,088 parameters
num non-decayed parameter tensors: 25, with 19,200 parameters
using fused AdamW: True
step 0: train loss 9.3243, val loss 9.3273
iter 229: loss 6.3758, time 3091.12ms, mfu 34.10%
iter 230: loss 6.3204, time 3089.80ms, mfu 34.10%
iter 231: loss 6.4238, time 3091.00ms, mfu 34.10%
iter 232: loss 6.4120, time 3090.92ms, mfu 34.10%
iter 233: loss 6.1940, time 3090.62ms, mfu 34.10%
iter 234: loss 6.3657, time 3091.27ms, mfu 34.10%
iter 235: loss 6.3842, time 3091.27ms, mfu 34.10%
iter 236: loss 6.0101, time 3092.72ms, mfu 34.10%
iter 237: loss 6.3728, time 3089.49ms, mfu 34.10%
iter 238: loss 6.3155, time 3091.28ms, mfu 34.10%
iter 239: loss 6.3069, time 3092.16ms, mfu 34.10%
iter 240: loss 6.2426, time 3090.59ms, mfu 34.10%
iter 241: loss 6.1666, time 3093.16ms, mfu 34.10%
iter 242: loss 6.2429, time 3091.67ms, mfu 34.10%
iter 243: loss 6.1383, time 3091.02ms, mfu 34.10%
iter 244: loss 6.0220, time 3091.34ms, mfu 34.10%
iter 245: loss 6.1598, time 3089.42ms, mfu 34.10%
iter 246: loss 6.2136, time 3092.96ms, mfu 34.10%
iter 247: loss 6.0815, time 3092.49ms, mfu 34.10%
iter 248: loss 6.2717, time 3090.46ms, mfu 34.10%
iter 249: loss 6.1890, time 3092.52ms, mfu 34.09%
iter 250: loss 6.3369, time 3091.59ms, mfu 34.09%
iter 251: loss 6.2104, time 3090.88ms, mfu 34.10%
iter 252: loss 6.0180, time 3093.97ms, mfu 34.09%
iter 253: loss 6.0591, time 3092.04ms, mfu 34.09%
iter 254: loss 6.0279, time 3091.23ms, mfu 34.09%
iter 255: loss 6.0687, time 3092.40ms, mfu 34.09%
iter 256: loss 6.2691, time 3090.22ms, mfu 34.09%
iter 257: loss 6.2320, time 3091.61ms, mfu 34.09%
iter 258: loss 6.0830, time 3092.99ms, mfu 34.09%
iter 259: loss 6.1933, time 3089.71ms, mfu 34.09%
iter 260: loss 6.2940, time 3091.43ms, mfu 34.09%
iter 261: loss 6.0762, time 3090.68ms, mfu 34.09%
iter 262: loss 6.2036, time 3090.85ms, mfu 34.10%
iter 263: loss 6.1279, time 3092.08ms, mfu 34.09%
iter 264: loss 6.1258, time 3091.36ms, mfu 34.09%
iter 265: loss 6.0047, time 3091.75ms, mfu 34.09%
iter 266: loss 6.1320, time 3090.36ms, mfu 34.10%
iter 267: loss 6.0717, time 3090.00ms, mfu 34.10%
iter 268: loss 5.9722, time 3091.26ms, mfu 34.10%
iter 269: loss 6.1096, time 3090.30ms, mfu 34.10%
iter 270: loss 6.0330, time 3092.86ms, mfu 34.10%
iter 271: loss 5.7986, time 3090.88ms, mfu 34.10%
iter 272: loss 5.9785, time 3090.29ms, mfu 34.10%
iter 273: loss 5.9547, time 3092.71ms, mfu 34.10%
iter 274: loss 6.1190, time 3091.34ms, mfu 34.10%
iter 275: loss 5.8253, time 3092.12ms, mfu 34.09%
iter 276: loss 6.1440, time 3093.54ms, mfu 34.09%
iter 277: loss 5.8581, time 3091.97ms, mfu 34.09%
iter 278: loss 5.9699, time 3091.63ms, mfu 34.09%
iter 279: loss 6.0305, time 3092.60ms, mfu 34.09%
iter 280: loss 5.9581, time 3091.14ms, mfu 34.09%
iter 281: loss 6.0260, time 3091.60ms, mfu 34.09%
iter 282: loss 6.0356, time 3091.40ms, mfu 34.09%
iter 283: loss 6.0181, time 3090.49ms, mfu 34.09%
iter 284: loss 6.0209, time 3092.50ms, mfu 34.09%
